,Episodic Rewards,Average Rewards,Average Actions
0,-0.5778971488253013,-0.00031665597195906927,3.8567083704496095
1,-0.5435390398457359,-0.00029782961087437647,3.905552870829976
2,-0.5513740419819152,-0.0003021227627298175,3.9125050900002383
3,-10.589986435113437,-0.005802732293212837,3.8023740727872677
4,-0.6273352213404291,-0.0003437453267618793,3.8522754833094943
5,-0.5936755630167195,-0.0003253016783653264,3.8427200768438494
6,-9.538581396885158,-0.005226619943498719,3.7971047331128607
7,-84.02931555650756,-0.0460434605789082,3.69866519801077
8,-129.60491426071127,-0.07101639137573228,3.6727347200039917
9,-171.1210637295995,-0.09376496642717776,3.6529536140606007
10,-697.7731360599146,-0.38234144441639106,3.5397787859830854
11,-505.71820508289915,-0.27710586579884927,3.586745869900571
12,-421.467072467581,-0.23094086162607216,3.5908506688264974
13,-281.328709220813,-0.15415271738126732,3.6120151583654425
14,-116.96529290623451,-0.064090571455471,3.67566442130111
15,-26.5049689206327,-0.014523270641442591,3.7478136571430003
16,-47.437822750798965,-0.02599332753468442,3.739891931428852
17,-44.864336147885794,-0.024583197889252485,3.7677954518587686
18,-299.11055285526726,-0.16389619334535227,3.617447945018636
19,-93.59334296799842,-0.051284023544108694,3.695781660744109
20,-19.889269156221964,-0.010898229674642192,3.7556747463722187
21,-25.923481957595886,-0.01420464764799773,3.7393070859183863
22,-127.47888004916878,-0.06985144112283222,3.70698117794307
23,-94.54150145200656,-0.051803562439455664,3.710325671171856
24,-458.16917844624055,-0.25105160462807674,3.576208824132945
25,-761.6545596688409,-0.4173449642021045,3.524214124804904
26,-721.0165160440553,-0.395077543037838,3.535818862014981
27,-515.8420558905777,-0.2826531813099063,3.590279941189617
28,-78.64737009374565,-0.04309444936643593,3.7121581233998913
29,-113.82946682144284,-0.062372310587091924,3.6942949231057116
30,-7.397654938990412,-0.004053509555611193,3.8267945596939095
31,-0.5262873343935781,-0.00028837662158552303,4.064278401299186
32,-0.5245588434163889,-0.0002874295032418567,3.9062586283551033
33,-0.5277631879395102,-0.00028918530846000604,3.8415783070939087
34,-0.52681664381038,-0.0002886666541426742,3.902698941106472
35,-0.5342324642888554,-0.0002927301174185514,4.021490499305262
36,-0.5720245872904888,-0.0003134381300221861,3.989616263497731
37,-0.5251926393353189,-0.0002877767886768876,3.95046529782277
38,-0.5097446034334796,-0.0002793121114704003,3.9179041335387574
39,-244.7796757112286,-0.13412584970478275,3.640892359853788
40,-170.52407511196023,-0.09343784937641661,3.680913371848437
41,-112.1607625970848,-0.06145795210799159,3.6862432168844865
42,-90.43540087496581,-0.049553644315049786,3.734094443442909
43,-63.77382504194158,-0.034944561666817246,3.716503570911589
44,-240.2207173464073,-0.1316277903267985,3.630821424458371
45,-581.8960844765595,-0.318847169576197,3.565401199477877
46,-401.27730142215114,-0.21987797338200046,3.6041078556752226
47,-94.51980777418116,-0.051791675492702006,3.6898590568308034
48,-34.61123489451448,-0.018965060216172343,3.7498742430507566
49,-81.89804826106575,-0.044875642882775735,3.699206930584574
50,-9.34116837865835,-0.005118448426662125,3.7854984081116543
51,-1.7677989935037044,-0.0009686569827417556,3.833965976060803
52,-6.4058320692629405,-0.00351004496945915,3.816362299361409
53,-7.436140011805915,-0.004074597266742975,3.771300798182802
54,-22.900417328652797,-0.012548173878713844,3.736542350539079
55,-2.61984982480825,-0.001435534150579858,3.8956278496627195
56,-0.5570957956569228,-0.0003052579702229716,4.000534763559441
57,-0.5431961166764616,-0.0002976417077679247,3.928384675786305
58,-0.5328131857968634,-0.00029195243057362385,3.9274270394431983
59,-0.54455621944092,-0.0002983869695566691,3.937489980371687
60,-0.5564908528491672,-0.0003049264947118733,3.974519343970608
61,-0.5723818827525599,-0.0003136339083575681,4.074036773512223
62,-0.5683356332478708,-0.000311416785341299,3.988871730300942
63,-0.5277061529413305,-0.0002891540564062087,3.840195270305999
64,-1.3228314556014573,-0.0007248391537542211,3.8727581446734387
65,-0.5563175217384477,-0.00030483151876079336,3.946412707298593
66,-0.5312409941760149,-0.00029109095571288533,3.925504121914793
67,-1.204863167757255,-0.0006601989960313717,3.8651891507106932
68,-8.167693010111247,-0.004475448224718492,3.8425332009560256
69,-5.732327127065417,-0.00314100116551529,3.8215915308814505
70,-0.5544588321798153,-0.0003038130587286653,3.8966417789917345
71,-0.5197403612852283,-0.0002847892390603995,3.9447138742644787
72,-0.5419915185684278,-0.0002969816540100978,3.990518342736078
73,-0.5510419311265048,-0.00030194078417890676,4.038575982296183
74,-0.5599588913593437,-0.000306826789785942,4.001842738467087
75,-0.5294077979578588,-0.000290086464634444,4.001783054173415
76,-0.54141306680341,-0.0002966646941388551,3.975747849286898
77,-86.12584734332464,-0.047192245119629904,3.7599406612235207
78,-283.0453255282453,-0.15509332905657297,3.635359688342549
79,-563.9158880799253,-0.308995007167082,3.5736965547706854
80,-713.2819305834005,-0.39083941401830113,3.5352661700837436
81,-126.41357638197915,-0.06926771308601593,3.689222095211457
82,-125.39953351416743,-0.06871207315844777,3.693339283043305
83,-2.885896128216967,-0.001581312946968201,3.809172225503951
84,-3.9887877729541383,-0.002185637135865276,3.8632300037737166
85,-10.991134676071878,-0.006022539548532538,3.781022056606586
86,-14.783083555220857,-0.008100319756285421,3.7746430471362844
87,-79.63496155544127,-0.04363559537284446,3.7161951572000476
88,-199.87869952547678,-0.10952257508245307,3.6472844497340904
89,-232.13452827880607,-0.12719700179660592,3.6521877951211423
90,-137.52271375846843,-0.07535491164847573,3.708736787473963
91,-0.5490465251697865,-0.0003008474110519383,3.8925539319241325
92,-0.5383434388484347,-0.0002949827062183201,3.965915496352335
93,-0.541746453603685,-0.00029684737183763613,4.061637255849884
94,-0.553577606080697,-0.00030333019511271053,3.9626264901505968
95,-0.550611033872326,-0.00030170467609442564,4.007501862675436
96,-0.5662162459563108,-0.00031025547723633433,4.05419627396122
97,-0.5688734621807152,-0.0003117114861264201,3.999715194428076
98,-0.5315783271514789,-0.0002912757956994415,3.9628929909697397
99,-1.3847106573047443,-0.000758745565646434,3.824737851863775
100,-0.5217992377914608,-0.0002859173905706644,3.8810308461746987
101,-33.60773124752886,-0.018415195204125396,3.780351950691433
102,-35.96986542112138,-0.01970951529924457,3.740862736110218
103,-26.949245028654584,-0.014766709604742224,3.7431600827697133
104,-189.57847798584416,-0.10387861807443524,3.6487657048663884
105,-683.4911068214818,-0.37451567497067567,3.549377633344297
106,-849.7612009798254,-0.46562257587935557,3.521812195433865
107,-629.4593531324176,-0.3449092345931056,3.5360023017689914
108,-170.00257968661356,-0.09315209845841806,3.684962953606431
109,-57.77699799656852,-0.031658629039215624,3.7555463662546886
110,-342.31407462631546,-0.1875693559596249,3.6257279193962737
111,-51.36160220775139,-0.02814334367548027,3.7277489488035407
112,-2.432755353178074,-0.0013330166318783953,3.8150489444521756
113,-0.5358436194377659,-0.00029361294215768055,3.942093515370588
114,-0.5285916255132433,-0.0002896392468565719,3.922057759275197
115,-0.5252604264425248,-0.0002878139322972744,3.8380678864092244
116,-25.252464182888897,-0.013836966675555564,3.7919352924626786
117,-117.3569246897254,-0.06430516421354818,3.695135529905155
118,-127.411343820308,-0.06981443497003183,3.663915740301405
119,-308.6114992102009,-0.16910219134805554,3.6174273929973997
120,-93.3434486475525,-0.05114709514934388,3.705309805778579
121,-274.08559484661504,-0.15018388758718623,3.618875038383136
122,-129.34839578472983,-0.07087583330670122,3.6855461057009724
123,-37.50731526202314,-0.02055195356823186,3.73296187661113
124,-20.171581887546395,-0.011052921582217198,3.7699773284876907
125,-5.623972558520486,-0.0030816287991893053,3.798695287407755
126,-18.73680369044916,-0.010266741748191316,3.761589869315186
127,-0.5111684175179648,-0.00028009228357148803,3.860442320348548
128,-1.5191177967195422,-0.0008323933132709817,3.8344449635927407
129,-0.536943333570696,-0.0002942155252442168,3.875195936150159
130,-0.8256537865337548,-0.00045241303371712656,3.8373320016531034
131,-0.5476189391509455,-0.0003000651721375044,3.848616127548379
132,-0.5434702026667094,-0.0002977918918721708,3.867083051474362
133,-0.5272364829346973,-0.0002888967029779169,3.9591217620551427
134,-0.5249008554634852,-0.0002876169071032803,3.979738638151256
135,-0.5203915556221974,-0.0002851460578751768,3.955596905794848
136,-0.5097391475437564,-0.00027930912194178576,3.858301647999954
137,-0.5325184840584134,-0.00029179095016899394,3.951069236144589
138,-0.5635631382704357,-0.00030880171960023887,3.91180709613731
139,-0.5406502966126275,-0.00029624673786993297,3.963285294891035
140,-2.134070826098097,-0.001169353877314025,3.8066101719114127
141,-25.065631778085628,-0.013734592755115398,3.7504481314501024
142,-27.322006546465058,-0.014970962491213729,3.771656668716045
143,-88.38715112589736,-0.04843131568542313,3.718246632490792
144,-349.3403367530843,-0.19141936260442977,3.592655877916515
145,-116.842321112963,-0.06402318965093858,3.686575362618888
146,-119.94555950827491,-0.0657235942511095,3.692775495753793
147,-0.9813144740172852,-0.0005377065611053616,3.825728242605612
148,-155.96350363113655,-0.08545945404445839,3.6891898645034575
149,-842.2921210440338,-0.4615299293391965,3.507068899049683
150,-796.0785178159673,-0.4362074070224469,3.5111660607484
151,-417.8268699109351,-0.22894623008818404,3.6092381953535697
152,-339.31604290366226,-0.18592659885132207,3.604793239878255
153,-30.23743555189997,-0.016568457836657502,3.7804169648550863
154,-0.6091592910260785,-0.00033378591289100196,3.8840382643439217
155,-17.624668055767877,-0.009657352359324854,3.7641615934711967
156,-243.2243292492461,-0.13327360506808023,3.644077351694556
157,-805.7490455599195,-0.44150632633420134,3.5114708884617536
158,-453.3084345924994,-0.2483881833383559,3.5744967657383135
159,-84.24923284724768,-0.04616396320397117,3.7370941497419863
160,-60.997755883642135,-0.03342342788144779,3.7165969945722956
161,-424.59191993317046,-0.2326531068126965,3.5813704730111873
162,-137.79885618902563,-0.07550622256932894,3.6724259084281097
163,-0.7224660184922831,-0.0003958717909546767,3.80866005166007
164,-92.06923498889822,-0.05044889588432779,3.7015866884856483
165,-8.773433344502946,-0.004807360736713946,3.846040883441818
166,-1.398657264037118,-0.0007663875419381442,3.8057301542866333
167,-0.5020364747577887,-0.0002750884793193369,3.8479014887039806
168,-1.176276683913846,-0.0006445351692678599,3.810841148645099
169,-0.5075627401473569,-0.0002781165699437576,3.9087489484788436
170,-0.9238919263776034,-0.0005062421514397836,3.837395450267958
171,-24.025103301916996,-0.013164440165433977,3.751225770596721
172,-20.740856822245107,-0.011364853053284992,3.7666167327525226
173,-495.20430697274315,-0.27134482573848867,3.5827123838515202
174,-277.4872059121148,-0.152047784061433,3.7191973547080983
175,-0.5428111389084465,-0.0002974307610457243,3.876797343993276
176,-0.5545215127505967,-0.0003038474042469023,3.882695523184516
177,-6.4875215723415005,-0.0035548063410090398,3.8276984532039555
178,-17.385155617482315,-0.009526112667113616,3.7499421951745098
179,-3.3728561497542637,-0.0018481403560297342,3.8057533757733815
180,-0.5764838862980313,-0.00031588158153316793,3.817820071852234
181,-6.582154276794751,-0.0036066598776957537,3.7975091410207025
182,-11.841587840573814,-0.006488541282506235,3.7906924862011597
183,-0.523623217726833,-0.0002869168316311417,3.8790537987637195
184,-154.84721965695087,-0.08484779159284986,3.6973896217724063
185,-186.14420152731049,-0.10199682275469056,3.688222166836645
186,-244.84720068031842,-0.13416284968784564,3.6278880434171663
187,-21.34117426617267,-0.01169379411845076,3.8044211245039263
188,-0.5481125448703837,-0.0003003356410248686,3.9690063502097495
189,-0.5048181837575295,-0.0002766127034287836,4.00158624014356
190,-0.5693737611201543,-0.0003119856225315914,3.9771797158497924
191,-0.5232934421174317,-0.00028673613266708674,3.9712042892675186
192,-13.853922787276165,-0.007591190568370499,3.8482243907253553
193,-412.5184239249654,-0.22603749256162511,3.613099202827399
194,-289.2662877490435,-0.15850207547892836,3.640874105604344
195,-220.96069856560592,-0.1210743553784141,3.649680058311618
196,-300.7441154237673,-0.16479129612261245,3.6228893500898183
197,-157.89964533683766,-0.08652035360922607,3.671680276554872
198,-9.498192298033722,-0.005204488930429437,3.7801443584000496
199,-12.117764298767396,-0.006639870848639679,3.7684752280890903
200,-0.5272305100538887,-0.00028889343016651463,3.874800315269375
201,-0.5704584901706671,-0.0003125799946140645,4.028809349173094
202,-0.5253664245690363,-0.00028787201346248546,4.005584401865636
203,-0.5336271283609175,-0.0002923984264991333,3.9571581087722616
204,-156.48926322385526,-0.08574754149252345,3.706645175291872
205,-1177.7408937151495,-0.6453374760083012,3.4535409894855746
206,-1596.206877196918,-0.874633905313378,3.419447854163651
207,-1943.703820780328,-1.0650431894686732,3.385799656829667
208,-2331.6558688799123,-1.2776196541807754,3.341219928816525
209,-1327.492537878183,-0.7273931714401018,3.4891746507503774
210,-967.488455099484,-0.5301306603284828,3.491741078147015
211,-243.19795160653675,-0.13325915156522591,3.6488903781839577
212,-112.62382672101727,-0.061711685874529985,3.7522930941503745
213,-0.749621675704274,-0.00041075160312562946,3.8841594286270236
214,-0.5526103383835932,-0.0003028001854156677,3.9185145660054896
215,-34.695391499510286,-0.019011173424389235,3.7528319180654606
216,-49.77410941681869,-0.027273484611955504,3.7411010008698686
217,-52.861151447062,-0.0289650144915409,3.724247492221681
218,-96.64762894480056,-0.0529576049012606,3.7421545925362367
219,-1079.264182565032,-0.5913776342822099,3.4746856987705255
220,-387.0526764064277,-0.21208365830489198,3.615447498776461
221,-368.0183817927072,-0.20165390783162063,3.622797203448464
222,-937.6439687231992,-0.5137775171086022,3.474844309067184
223,-866.4448369826129,-0.4747642942370482,3.5169689024666133
224,-601.2436447014398,-0.329448572439145,3.5680127070493017
225,-1060.3711677554434,-0.581025297400244,3.481954757615874
226,-273.50830390884244,-0.149867563785667,3.624962303195279
227,-103.36337507070425,-0.05663746579216672,3.6921901308176364
228,-68.15589512487352,-0.03734569595883478,3.731856853983693
229,-49.550723371224144,-0.02715108129930095,3.7217027035610797
230,-146.98316402545862,-0.08053872001394989,3.6676582031798657
231,-70.66673204983744,-0.03872149701360958,3.768782151639316
232,-68.59085075687193,-0.037584027811984604,3.728056540974878
233,-22.970565491765214,-0.01258661122836452,3.7392773711777565
234,-4.594054627404244,-0.0025172902067968515,3.7878923388459094
235,-1.2628780957012573,-0.0006919879976445245,3.7966306743789717
236,-13.137205467837472,-0.0071984687495,3.7750034742804592
237,-0.5155292340915903,-0.0002824817721049812,3.890383465056857
238,-0.7364028280031999,-0.0004035083989058632,3.8594278955862817
239,-0.5281157624126538,-0.0002893784999521398,3.8978308755843645
240,-24.424068643814216,-0.013383051311679007,3.762297590851416
241,-1.9379378953805002,-0.0010618837782906832,3.8043171485387806
242,-0.5448126446786743,-0.0002985274765362596,3.879593908720938
243,-0.548793238064527,-0.0003007086235970016,3.943193184945016
244,-0.5532812743231137,-0.00030316782154691163,3.9411159289972377
245,-29.229646219218722,-0.016016244503681495,3.7835329639645705
246,-24.49223512195736,-0.013420402806551974,3.7422283961595326
247,-1.0047579573716463,-0.0005505523054091208,3.7901742085161354
248,-1.693426427590552,-0.0009279048918304363,3.793765613207056
249,-0.5850949354509886,-0.000320599964630679,3.8608744179826653
250,-43.53720806870769,-0.023856004421209696,3.8462802660731947
251,-174.07492230098757,-0.09538351906903393,3.6646235633373383
252,-95.05337425834672,-0.052084040689505014,3.6905478942559014
253,-122.11138434707587,-0.06691034758743881,3.67841805039205
254,-443.82770977684595,-0.24319326563114785,3.5936929765688683
255,-856.2279241869581,-0.4691659858558673,3.502554904599844
256,-545.3132804484657,-0.2988017975060083,3.5667594792853294
257,-216.77531201396582,-0.11878099288436479,3.653859387749309
258,-156.62627610616545,-0.08582261704447423,3.6538536462727866
259,-12.186872453994765,-0.006677738330956068,3.8289322136848716
260,-0.5547829716345518,-0.0003039906693887956,4.00288895110891
261,-0.5356160243695918,-0.0002934882325312829,4.018580444414191
262,-2.0884473337733254,-0.0011443547034374337,3.8653342873177245
263,-0.5443162311130187,-0.0002982554691030244,3.929816959993671
264,-0.5411752690144339,-0.00029653439398051227,3.9675244597900132
265,-0.5233268116411184,-0.0002867544173376005,3.8694141787274283
266,-0.5359199396092722,-0.00029365476142973845,3.8990053605193067
267,-0.5180837603075015,-0.0002838815124972605,3.837983849341143
268,-0.5246625084662473,-0.00028748630600890327,3.91162338860671
269,-0.5132799538047959,-0.000281249289756053,3.914702037119051
270,-0.5235157849621134,-0.0002868579643628018,3.8452789995884027
271,-10.801916960692703,-0.005918858608598751,3.791265789775317
272,-64.28358036765289,-0.035223879653508414,3.7293334433761234
273,-31.991557163123403,-0.017529620363355255,3.747258248380619
274,-4.305507419134421,-0.002359182147470907,3.8467447477930694
275,-2.3703485678171896,-0.0012988211330505145,3.8816337305400013
276,-225.26995047333176,-0.12343558930045584,3.6576124399615435
277,-956.3886270800663,-0.5240485627835959,3.511922752483655
278,-977.3129973886694,-0.5355139711718733,3.4908258166476807
279,-360.8479418891027,-0.19772489966526177,3.591902528281035
280,-898.7716342300544,-0.4924776077972902,3.477226793850339
281,-253.76928806270809,-0.1390516646918943,3.676850005442062
282,-74.97649761615035,-0.04108301239241117,3.7285978434514577
283,-152.13280716156086,-0.08336044228030738,3.6713244359926085
284,-379.74407999380566,-0.2080789479418115,3.587674053096262
285,-483.6056245618372,-0.26498938332155464,3.5870590617381137
286,-514.8720085101857,-0.2821216484987319,3.572035087595048
287,-459.78904838074806,-0.2519392045921915,3.5785242496643224
288,-337.6429661743084,-0.18500984447907323,3.613264821079643
289,-597.0495927466893,-0.32715046177900703,3.56199092136804
290,-567.6824419858804,-0.31105887232102947,3.563791421951783
291,-207.94352113162444,-0.11394165541458887,3.661560506504554
292,-244.15431299758515,-0.133783185204156,3.631661179576188
293,-320.02193416318346,-0.1753544844729777,3.614938581814306
294,-345.7088539312828,-0.1894295090034423,3.6170111336035884
295,-428.88462656807496,-0.23500527483182193,3.6038101575656656
296,-13.9898838528159,-0.007665689782364871,3.8018388303820325
297,-0.5239747497738751,-0.00028710945193089057,3.9213154038824487
298,-0.5368490727308245,-0.0002941638754689445,3.940488916528322
299,-0.5492373443975238,-0.0003009519695328902,4.054020103872376
300,-45.733361831168736,-0.025059376345845905,3.737031516555827
301,-102.07473958493078,-0.055931364156126484,3.7039642640661885
302,-444.65727314700115,-0.243647820902466,3.578944161619809
303,-219.82058939381696,-0.12044963802400924,3.6491329656513463
304,-279.170440675272,-0.15297010447960085,3.6413974649588234
305,-541.5341186936121,-0.2967310239417055,3.5657594938562807
306,-307.3461195865009,-0.1684088326501374,3.6193020430489993
307,-212.5039316259818,-0.11644051047999002,3.641556869086668
308,-105.6085300503954,-0.057867687698846856,3.699138172410093
309,-97.75958858716535,-0.05356689785598081,3.698031009679817
310,-340.8711467839701,-0.18677871056655926,3.5911507827854168
311,-297.7147004683851,-0.16313134272240282,3.6304141286515357
312,-995.7457719333562,-0.5456141216073183,3.498608611975902
313,-324.69879239809205,-0.1779171465195023,3.643741355410468
314,-144.91098510107673,-0.07940327950743914,3.6518488540617158
315,-80.22353413009445,-0.04395810089320238,3.7335471441975363
316,-8.039003366547664,-0.004404933351532969,3.826862336061649
317,-27.710058287282372,-0.015183593582072514,3.7536125102483497
318,-5.05859878628353,-0.002771834951388232,3.8021142046974097
319,-45.413795088025275,-0.024884271281109673,3.7307052026429615
320,-74.11771280239249,-0.040612445371174026,3.7083143757102395
321,-25.289587690935154,-0.013857308323800081,3.759068834346004
322,-34.18697668828036,-0.018732589966181015,3.7550279788347307
323,-60.83092275694909,-0.03333201246956121,3.7157310313702965
324,-187.97283505128988,-0.10299881372673397,3.658551268152613
325,-173.11304594912204,-0.0948564635337654,3.66566537970433
326,-16.788635535036946,-0.009199252347965455,3.74993449874809
327,-5.466636539085081,-0.0029954172816904533,3.787129751361591
328,-51.18668925655594,-0.02804750096249643,3.7191377739029416
329,-46.21964555383752,-0.02532583318018494,3.7660779934769852
330,-0.5271319271915209,-0.0002888394121597378,3.901656409941275
331,-0.5390151932060784,-0.00029535079079785184,3.9450389541214754
332,-22.70183169696651,-0.012439359833954238,3.8158527993234386
333,-48.79559233896119,-0.026737310870663684,3.7287650781598844
334,-132.1005312294389,-0.07238385272845972,3.6793520936394604
335,-599.2336895358189,-0.3283472271429141,3.5407472705767646
336,-272.632050759042,-0.14938742507344785,3.6403458509596285
337,-180.4361686330143,-0.09886913349754217,3.6516107675335463
338,-644.4825651542715,-0.35314113159138133,3.553149124011942
339,-804.2156837679647,-0.4406661280920347,3.5282940625719275
340,-554.568568023226,-0.3038731879579319,3.5568716155249693
341,-486.35996247508865,-0.26649860957539123,3.579110690946955
342,-42.138507210459665,-0.023089592992032663,3.812578314690864
343,-0.5628470319729176,-0.0003084093325878998,3.8314259560034714
344,-9.277953237570618,-0.005083809993189379,3.7656321684813845
345,-23.202317770374503,-0.012713598778287353,3.8299027993237624
346,-10.934459168078831,-0.005991484475659629,3.8265305759001906
347,-26.44175059027864,-0.014488630460426663,3.7956617536054393
348,-0.5066987573853738,-0.0002776431547317127,3.9138334791662146
349,-0.5329564354656002,-0.00029203092354279495,3.906905576143027
350,-0.5857424477553621,-0.00032095476589334937,3.843865712447334
351,-6.634515995070497,-0.0036353512301756166,3.7887102129472225
352,-179.10340477216133,-0.09813885192995153,3.654976426140954
353,-312.20303675249033,-0.17107015712465226,3.617793582989367
354,-627.7283257343407,-0.3439607264297761,3.5502193612997774
355,-680.1474899648867,-0.37268355614514265,3.540776973431608
356,-546.2256818941846,-0.2993017435036622,3.5580669036341237
357,-192.19217544976985,-0.10531078106836715,3.6500003154851433
358,-277.57845951383763,-0.15209778603497945,3.627024854827016
359,-503.9331577529825,-0.276127757672867,3.571739528804544
360,-975.9346809218696,-0.5347587292722555,3.5118093271453876
361,-1189.1485420364788,-0.6515882422117691,3.4690719104251384
362,-475.70242461749893,-0.26065886280410855,3.59720831399269
363,-100.05250383735017,-0.05482328977389025,3.8037435621442697
364,-0.5454968513179765,-0.00029890238428382333,3.874929868047892
365,-1.2864792891599004,-0.0007049201584437796,3.881434084389048
366,-3.4462591411769545,-0.001888361173247646,3.83777954860584
367,-13.687400737991796,-0.007499945609858531,3.7858688074027014
368,-0.5337899474026269,-0.00029248764241239874,3.887915031955667
369,-0.5497652957431729,-0.0003012412579414651,3.9111835140905393
370,-18.11379644465323,-0.00992536791487848,3.7456874096191246
371,-96.68911924430245,-0.05298033931194652,3.708711484876779
372,-229.0797368512753,-0.12552314348015087,3.647913464826355
373,-549.977928276898,-0.3013577689188482,3.540735856661663
374,-645.0373252013504,-0.3534451096993696,3.556843433288366
375,-406.81502465617024,-0.22291234227735393,3.6116943592036277
376,-298.3550365020562,-0.1634822117819485,3.601000145567425
377,-12.628074792510676,-0.00691949303699215,3.7593577819040163
378,-7.234688272055194,-0.00396421275181107,3.8371325581427165
379,-0.5245657588433025,-0.00028743329251687853,3.830749908732533
380,-10.757789684930481,-0.005894679279413971,3.768308341686238
381,-102.59611726173146,-0.05621705055437339,3.6816346389227843
382,-14.832617289844908,-0.008127461528682172,3.7495814828079546
383,-0.5353223741336021,-0.0002933273282923851,3.8783570488805994
384,-0.5291522948864806,-0.00028994646295149725,3.875352557369874
385,-0.5330721414848146,-0.00029209432410126927,3.951095838352467
386,-0.5210339248572309,-0.0002854980410176619,3.9903346134198445
387,-0.5253131158268862,-0.0002878428031928144,4.006581071206098
388,-8.679915408050338,-0.0047561180318084085,3.7890851837018813
389,-0.5335343169291515,-0.0002923475709200832,3.8537691404422465
390,-0.5400393987682363,-0.0002959119993250614,3.9498738186061053
391,-0.5399235538625103,-0.0002958485226643894,3.8836673706080425
392,-0.510716834463492,-0.0002798448408019139,3.91674726718551
393,-0.5193759544398816,-0.00028458956407664804,3.9807692558697867
394,-0.5279264051181469,-0.0002892747425304921,3.8738733553287283
395,-143.47983595079052,-0.07861908819221392,3.7325542936547556
396,-442.5495322933741,-0.24249289440732869,3.566642195966356
397,-253.6601086619572,-0.1389918403627165,3.6590402553912535
398,-17.332208890819572,-0.009497100762092925,3.8072647010713245
399,-0.8649202399774194,-0.00047392889861776487,3.8078697061832285
400,-0.5294434005093187,-0.00029010597288181897,3.9673392824138185
401,-0.5607458345875093,-0.00030725799155480014,4.14908694826733
402,-0.579021436028599,-0.0003172720197416981,4.100817636784502
403,-0.5539996923958066,-0.00030356147528537366,4.081705205332442
404,-0.5742249285275394,-0.00031464379645344744,4.186307052633898
405,-0.5471273628897009,-0.0002997958152820283,4.104829529039153
406,-0.5314832233998593,-0.0002912236840547175,3.9401883739972563
407,-0.5402511102414873,-0.000296028005611774,3.89447190722054
408,-0.5410166844040284,-0.000296447498303577,3.9923812845789484
409,-0.5460430146657136,-0.0002992016518716246,3.9659190726186764
410,-0.5237175852100799,-0.0002869685398411401,3.9269238146787124
411,-0.5053846347685952,-0.000276923087544436,3.889540462550705
412,-1.3007673321563413,-0.0007127492230993638,3.808462249917364
413,-0.5292620859318816,-0.00029000662242842894,3.8935324684018964
414,-0.5548914305637608,-0.0003040500989390479,3.9773160807680776
415,-0.5393595889433083,-0.000295539500790854,3.923684760492723
416,-0.5383473793005966,-0.00029498486537019,3.931410825964071
417,-0.7350077876377263,-0.00040274399322615286,3.93935089361827
418,-275.4763769795295,-0.15094595998878313,3.6459344171813433
419,-569.4487254142152,-0.3120266988571044,3.560654289032944
420,-529.5782482324888,-0.2901798620451992,3.551700112189497
421,-1005.8085492616442,-0.5511279721981603,3.4849209456927848
422,-456.9857164484259,-0.2504031323005077,3.5739519536698934
423,-226.3302438928697,-0.12401657199609269,3.650913073211178
424,-48.07115539569865,-0.02634035912093077,3.747940301362669
425,-228.9294809380615,-0.12544081147290995,3.622654915121556
426,-128.21323159062658,-0.07025382552911046,3.6781761272802616
427,-19.24000563435005,-0.01054246884073977,3.744725365419803
428,-53.80123444676638,-0.029480128463981566,3.7185915320178053
429,-0.5454482471627224,-0.0002988757518699856,3.8923866715844153
430,-0.5085340914999961,-0.0002786488172602727,3.8355912462527963
431,-1.8169387534994488,-0.0009955828786298339,3.815899384383485
432,-34.872311659441806,-0.019108115977776344,3.735902002608215
433,-27.267322371187227,-0.014940998559554648,3.7617180567678155
